"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 13, 2012","1,458.05","1,464.50","1,468.10","1,454.30","54.87M","-0.44%"
"Dec 12, 2012","1,464.53","1,484.00","1,485.50","1,464.50","53.15M","-1.31%"
"Dec 11, 2012","1,484.03","1,493.80","1,497.30","1,477.40","35.90M","-0.66%"
"Dec 10, 2012","1,493.83","1,490.60","1,500.80","1,490.60","23.20M","-0.45%"
"Dec 09, 2012","1,500.60","1,490.60","1,500.80","1,490.60","-","0.67%"
"Dec 07, 2012","1,490.61","1,486.70","1,497.30","1,486.70","34.00M","0.27%"
"Dec 06, 2012","1,486.67","1,490.00","1,490.30","1,477.00","32.56M","-0.23%"
"Dec 05, 2012","1,490.05","1,475.80","1,493.20","1,475.80","28.74M","0.97%"
"Dec 04, 2012","1,475.76","1,486.50","1,492.80","1,475.60","31.25M","-0.72%"
"Dec 03, 2012","1,486.48","1,472.70","1,486.50","1,469.60","30.15M","0.94%"
"Nov 30, 2012","1,472.66","1,472.30","1,473.80","1,462.20","73.78M","0.02%"
"Nov 29, 2012","1,472.30","1,479.00","1,485.60","1,462.40","49.33M","-0.45%"
"Nov 28, 2012","1,478.96","1,465.50","1,479.10","1,462.10","34.67M","0.92%"
"Nov 27, 2012","1,465.47","1,442.50","1,468.70","1,442.30","34.72M","1.60%"
"Nov 26, 2012","1,442.46","1,458.90","1,462.70","1,439.20","34.73M","-1.13%"
"Nov 23, 2012","1,458.94","1,459.40","1,462.60","1,449.40","24.39M","-0.03%"
"Nov 22, 2012","1,459.42","1,433.30","1,466.10","1,433.30","55.90M","1.82%"
"Nov 21, 2012","1,433.32","1,430.20","1,443.30","1,430.20","36.89M","0.22%"
"Nov 20, 2012","1,430.24","1,427.20","1,433.60","1,421.90","33.60M","0.21%"
"Nov 19, 2012","1,427.20","1,409.90","1,430.50","1,409.90","28.72M","1.23%"
"Nov 16, 2012","1,409.89","1,410.10","1,419.70","1,405.00","34.20M","-0.01%"
"Nov 15, 2012","1,410.05","1,410.10","1,416.70","1,409.40","42.68M","-0.00%"
"Nov 14, 2012","1,410.11","1,403.80","1,416.60","1,403.00","26.70M","0.45%"
"Nov 13, 2012","1,403.81","1,414.50","1,417.90","1,403.80","33.10M","-0.76%"
"Nov 12, 2012","1,414.51","1,407.50","1,417.90","1,404.20","26.69M","0.49%"
"Nov 09, 2012","1,407.55","1,407.70","1,407.70","1,397.50","21.25M","-0.01%"
"Nov 08, 2012","1,407.73","1,417.50","1,417.50","1,397.60","43.24M","-0.69%"
"Nov 07, 2012","1,417.53","1,394.30","1,417.50","1,394.30","26.51M","1.67%"
"Nov 06, 2012","1,394.29","1,397.90","1,407.60","1,394.20","26.32M","-0.26%"
"Nov 05, 2012","1,397.92","1,400.90","1,407.50","1,394.30","35.23M","-0.21%"
