"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 05, 2012","882.88","889.40","889.40","879.00","75.00M","-0.74%"
"Jul 04, 2012","889.43","881.60","889.40","880.00","82.10M","0.89%"
"Jul 03, 2012","881.61","889.20","889.20","878.60","87.63M","-0.85%"
"Jul 02, 2012","889.17","877.10","892.50","877.10","105.77M","1.37%"
"Jun 29, 2012","877.11","876.50","888.80","871.90","163.20M","0.08%"
"Jun 28, 2012","876.45","879.30","890.40","876.50","86.01M","-0.32%"
"Jun 27, 2012","879.30","866.60","882.70","866.60","107.32M","1.46%"
"Jun 26, 2012","866.61","865.50","869.40","864.10","129.33M","0.12%"
"Jun 25, 2012","865.53","867.70","867.70","854.30","119.40M","-0.25%"
"Jun 22, 2012","867.72","869.80","872.10","864.40","107.30M","-0.24%"
"Jun 21, 2012","869.82","870.80","875.60","869.80","161.98M","-0.12%"
"Jun 20, 2012","870.83","873.90","877.10","868.40","96.09M","-0.36%"
"Jun 19, 2012","873.94","876.20","876.20","869.30","69.31M","-0.26%"
"Jun 18, 2012","876.18","863.20","876.20","863.20","81.31M","1.51%"
"Jun 15, 2012","863.16","859.80","869.10","859.40","162.22M","0.39%"
"Jun 14, 2012","859.80","859.80","862.60","858.00","69.13M","0.00%"
"Jun 13, 2012","859.80","861.80","866.50","859.80","78.49M","-0.23%"
"Jun 12, 2012","861.75","869.20","872.10","861.80","102.89M","-0.86%"
"Jun 08, 2012","869.22","883.00","883.00","869.20","72.07M","-1.56%"
"Jun 07, 2012","882.99","870.80","883.90","870.80","106.77M","1.41%"
"Jun 06, 2012","870.75","852.70","873.30","852.70","86.70M","2.12%"
"Jun 05, 2012","852.71","850.40","860.90","850.40","104.44M","0.27%"
"Jun 04, 2012","850.43","861.00","861.00","850.40","88.93M","-1.23%"
"Jun 01, 2012","861.02","853.30","863.30","853.20","82.53M","0.90%"
"May 31, 2012","853.31","854.60","855.40","848.60","155.30M","-0.16%"
"May 30, 2012","854.65","859.80","859.80","850.40","105.19M","-0.60%"
"May 29, 2012","859.82","864.30","864.30","854.80","80.35M","-0.51%"
"May 28, 2012","864.26","849.70","864.30","849.70","95.10M","1.72%"
"May 25, 2012","849.66","849.00","855.00","848.90","87.60M","0.09%"
"May 24, 2012","848.87","851.40","854.70","848.40","80.17M","-0.29%"
"May 23, 2012","851.38","856.10","856.10","846.80","75.28M","-0.60%"
"May 22, 2012","856.52","851.00","858.40","850.90","99.16M","0.67%"
"May 21, 2012","850.84","846.80","852.00","844.90","101.23M","0.66%"
"May 18, 2012","845.26","859.70","860.10","845.30","91.23M","-1.97%"
"May 17, 2012","862.25","858.90","866.50","853.50","104.87M","0.60%"
"May 16, 2012","857.11","871.40","871.50","856.70","116.97M","-1.65%"
"May 15, 2012","871.48","871.50","881.70","868.90","119.46M","0.01%"
"May 14, 2012","871.36","866.10","873.60","865.90","78.46M","0.60%"
"May 11, 2012","866.17","870.50","870.50","862.90","113.10M","-0.48%"
"May 10, 2012","870.34","877.50","878.80","869.00","114.72M","-0.79%"
"May 09, 2012","877.28","879.50","880.00","868.40","144.61M","-0.22%"
"May 08, 2012","879.18","870.20","879.20","870.20","93.61M","1.08%"
"May 07, 2012","869.79","876.70","876.70","866.30","89.77M","-0.81%"
"May 04, 2012","876.85","880.10","881.00","876.10","99.30M","-0.36%"
"May 03, 2012","880.02","879.30","884.70","878.20","135.32M","0.09%"
"May 02, 2012","879.22","874.40","882.70","874.30","106.42M","0.55%"
"May 01, 2012","874.37","865.00","880.40","864.80","144.81M","1.06%"
"Apr 30, 2012","865.18","858.10","865.30","858.00","100.08M","0.96%"
"Apr 27, 2012","856.97","858.80","859.90","854.90","106.15M","-0.20%"
"Apr 26, 2012","858.70","861.20","865.20","855.50","116.25M","-0.13%"
"Apr 24, 2012","859.83","845.20","859.83","845.20","125.61M","1.60%"
"Apr 23, 2012","846.29","847.10","848.90","844.60","64.84M","-0.15%"
"Apr 20, 2012","847.54","848.90","850.00","844.20","88.18M","-0.15%"
"Apr 19, 2012","848.83","853.70","855.20","848.80","151.22M","-0.57%"
"Apr 18, 2012","853.70","832.00","853.70","832.00","93.99M","2.62%"
"Apr 17, 2012","831.89","835.20","838.70","831.00","68.76M","-0.39%"
"Apr 16, 2012","835.18","837.30","841.20","832.20","78.42M","-0.28%"
"Apr 13, 2012","837.50","824.00","837.50","823.60","232.86M","1.66%"
"Apr 12, 2012","823.85","817.90","823.80","817.90","89.10M","0.75%"
"Apr 11, 2012","817.73","822.10","822.70","817.70","88.14M","-0.69%"
"Apr 10, 2012","823.42","827.20","827.20","821.10","65.65M","-0.48%"
"Apr 05, 2012","827.35","826.30","827.70","823.00","103.14M","0.12%"
"Apr 04, 2012","826.37","819.90","826.90","819.40","104.57M","0.77%"
"Apr 03, 2012","820.04","822.30","824.40","818.60","117.29M","-0.28%"
"Apr 02, 2012","822.37","820.30","825.90","819.80","137.79M","0.27%"
"Mar 30, 2012","820.13","828.90","829.00","820.10","225.43M","-1.12%"
"Mar 29, 2012","829.40","825.30","829.40","823.70","149.09M","0.49%"
"Mar 28, 2012","825.38","822.70","828.70","821.30","158.13M","0.24%"
"Mar 27, 2012","823.37","821.60","824.70","818.80","200.76M","0.22%"
"Mar 26, 2012","821.53","825.70","826.50","821.20","99.22M","-0.59%"
"Mar 23, 2012","826.39","824.80","828.90","821.70","122.81M","0.20%"
"Mar 22, 2012","824.75","821.50","829.80","821.30","114.26M","0.37%"
"Mar 21, 2012","821.67","823.10","826.60","820.90","108.87M","-0.18%"
"Mar 20, 2012","823.18","820.30","824.50","818.80","109.07M","0.34%"
"Mar 19, 2012","820.36","817.50","823.50","817.30","106.82M","0.40%"
"Mar 16, 2012","817.06","827.30","827.50","817.10","322.17M","-1.24%"
"Mar 15, 2012","827.35","824.50","829.50","823.50","216.19M","0.25%"
"Mar 14, 2012","825.30","819.40","825.30","819.40","152.24M","0.74%"
"Mar 13, 2012","819.22","810.60","822.30","810.60","112.84M","1.07%"
"Mar 12, 2012","810.54","814.10","814.60","809.10","84.21M","-0.41%"
"Mar 09, 2012","813.85","810.90","818.90","810.00","142.11M","0.38%"
"Mar 08, 2012","810.78","812.10","814.50","808.60","187.48M","-0.15%"
"Mar 07, 2012","812.02","819.10","822.00","811.60","145.94M","-0.98%"
"Mar 06, 2012","820.02","831.50","831.90","819.40","183.21M","-1.38%"
"Mar 05, 2012","831.48","831.00","833.20","827.50","107.20M","0.06%"
"Mar 02, 2012","830.96","824.90","833.00","824.80","120.63M","0.82%"
"Mar 01, 2012","824.17","826.50","829.70","820.80","118.09M","-0.30%"
"Feb 29, 2012","826.67","819.80","830.30","819.60","160.10M","0.83%"
"Feb 28, 2012","819.90","812.40","820.20","812.40","122.34M","0.93%"
"Feb 27, 2012","812.31","820.00","822.40","812.20","118.84M","-0.97%"
"Feb 24, 2012","820.28","812.60","820.30","811.90","115.92M","0.97%"
"Feb 23, 2012","812.38","812.90","816.70","809.00","191.01M","-0.11%"
"Feb 22, 2012","813.25","825.70","825.70","812.20","229.61M","-1.55%"
"Feb 21, 2012","826.04","829.10","830.80","823.70","192.20M","-0.39%"
"Feb 20, 2012","829.24","818.90","829.30","818.90","145.44M","1.28%"
"Feb 17, 2012","818.76","815.40","819.60","814.10","153.88M","0.47%"
"Feb 16, 2012","814.93","818.50","818.80","806.90","175.54M","-0.42%"
"Feb 15, 2012","818.39","798.00","821.90","798.00","240.92M","2.56%"
"Feb 14, 2012","798.00","806.10","806.10","797.70","165.97M","-1.02%"
"Feb 13, 2012","806.20","807.40","810.60","801.30","145.36M","-0.02%"
"Feb 10, 2012","806.37","814.70","816.70","806.40","213.04M","-1.07%"
"Feb 09, 2012","815.12","825.70","826.50","809.90","153.11M","-1.27%"
"Feb 08, 2012","825.61","822.10","833.10","822.10","134.72M","0.44%"
"Feb 07, 2012","822.01","828.40","834.10","820.30","151.07M","-0.78%"
"Feb 06, 2012","828.45","821.00","832.30","821.00","125.31M","1.14%"
"Feb 03, 2012","819.14","822.20","822.70","817.40","134.91M","-0.47%"
"Feb 02, 2012","823.03","814.80","825.50","814.80","121.97M","1.03%"
"Feb 01, 2012","814.64","819.20","820.00","812.40","152.80M","-0.57%"
"Jan 31, 2012","819.35","820.90","823.00","816.00","129.23M","-0.27%"
"Jan 30, 2012","821.57","823.90","825.70","820.50","110.82M","-0.18%"
"Jan 27, 2012","823.04","820.90","823.00","815.90","122.16M","0.57%"
"Jan 26, 2012","818.40","820.90","822.20","815.90","-","-0.33%"
"Jan 25, 2012","821.09","811.20","821.10","811.20","104.46M","1.23%"
"Jan 24, 2012","811.14","805.10","819.50","805.10","110.53M","0.76%"
"Jan 23, 2012","805.03","816.00","816.40","805.00","131.00M","-1.32%"
"Jan 20, 2012","815.81","811.40","820.70","808.70","239.43M","0.53%"
"Jan 19, 2012","811.50","824.70","831.30","811.50","157.04M","-1.57%"
"Jan 18, 2012","824.45","836.60","836.70","824.40","168.27M","-1.46%"
"Jan 17, 2012","836.67","824.60","838.00","824.60","147.01M","1.48%"
"Jan 16, 2012","824.43","830.70","830.70","820.40","121.81M","-0.78%"
"Jan 13, 2012","830.89","825.60","830.90","823.50","124.39M","0.65%"
"Jan 12, 2012","825.54","815.80","829.30","815.60","93.71M","1.23%"
"Jan 11, 2012","815.51","820.20","830.60","815.50","114.53M","-0.58%"
"Jan 10, 2012","820.29","809.60","821.70","809.60","127.45M","1.33%"
"Jan 09, 2012","809.50","808.10","810.90","805.20","119.51M","0.17%"
"Jan 06, 2012","808.13","810.90","811.60","806.80","112.35M","-0.33%"
"Jan 05, 2012","810.81","810.90","811.10","803.20","132.75M","-0.00%"
"Jan 04, 2012","810.84","785.90","811.90","785.80","175.47M","3.19%"
"Jan 03, 2012","785.81","777.80","790.70","777.80","62.94M","0.27%"
"Jan 02, 2012","783.70","777.80","790.70","777.80","-","0.79%"
"Dec 30, 2011","777.52","783.90","791.00","776.60","68.17M","-0.79%"
"Dec 29, 2011","783.75","788.50","789.90","777.90","81.25M","-0.62%"
"Dec 28, 2011","788.61","804.30","807.30","788.60","87.61M","-1.68%"
"Dec 27, 2011","802.10","804.30","807.30","800.70","-","-0.32%"
