"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 08, 2013","9,813.37","9,840.50","9,845.40","9,774.30","20.76M","-0.28%"
"Oct 07, 2013","9,840.52","9,916.30","9,953.70","9,805.00","-","-0.90%"
"Oct 06, 2013","9,929.70","9,916.30","9,953.70","9,916.30","-","0.14%"
"Oct 04, 2013","9,916.27","9,970.30","9,970.30","9,907.50","20.99M","-0.54%"
"Oct 03, 2013","9,970.30","9,938.10","10,020.90","9,936.60","17.93M","0.32%"
"Oct 02, 2013","9,938.07","9,880.50","9,941.80","9,863.50","20.56M","0.58%"
"Oct 01, 2013","9,880.45","9,919.10","9,950.90","9,874.00","14.58M","-0.39%"
"Sep 30, 2013","9,919.09","10,059.20","10,059.20","9,919.10","15.12M","-1.39%"
"Sep 27, 2013","10,059.19","10,054.90","10,076.20","10,004.50","24.09M","0.04%"
"Sep 26, 2013","10,054.95","10,036.40","10,074.00","9,938.80","19.57M","0.19%"
"Sep 25, 2013","10,036.36","9,893.70","10,053.10","9,893.70","34.94M","1.44%"
"Sep 24, 2013","9,893.65","9,883.00","9,893.70","9,836.20","26.30M","0.11%"
"Sep 23, 2013","9,882.96","9,991.80","9,991.80","9,836.90","25.05M","-1.09%"
"Sep 20, 2013","9,991.82","9,944.30","10,002.90","9,921.70","25.34M","0.48%"
"Sep 19, 2013","9,944.33","9,950.90","10,009.60","9,926.60","26.14M","-0.07%"
"Sep 18, 2013","9,950.86","9,990.40","10,006.30","9,928.20","20.41M","-0.40%"
"Sep 17, 2013","9,990.40","10,018.20","10,038.80","9,974.30","17.98M","-0.28%"
"Sep 16, 2013","10,018.22","9,984.10","10,063.50","9,984.10","10.81M","0.34%"
"Sep 13, 2013","9,984.08","9,930.10","10,007.40","9,913.80","23.47M","0.54%"
"Sep 12, 2013","9,930.06","9,880.90","9,975.40","9,879.50","18.59M","0.50%"
"Sep 11, 2013","9,880.87","9,879.00","9,946.50","9,847.60","21.96M","0.02%"
"Sep 10, 2013","9,878.95","9,859.50","9,919.00","9,859.50","16.08M","0.20%"
"Sep 09, 2013","9,859.49","9,873.00","9,877.50","9,788.20","18.77M","-0.14%"
"Sep 06, 2013","9,872.98","9,865.10","9,880.50","9,792.80","21.05M","0.08%"
"Sep 05, 2013","9,865.07","9,938.70","9,947.70","9,837.50","18.79M","-0.74%"
"Sep 04, 2013","9,938.72","10,060.60","10,060.60","9,917.00","20.02M","-1.21%"
"Sep 03, 2013","10,060.62","10,130.00","10,133.10","10,001.60","46.36M","-0.68%"
"Sep 02, 2013","10,129.95","9,977.50","10,133.90","9,977.50","16.50M","1.53%"
"Aug 30, 2013","9,977.52","9,868.30","9,977.50","9,839.20","35.15M","1.11%"
"Aug 29, 2013","9,868.29","9,774.50","9,883.40","9,772.90","39.13M","0.96%"
"Aug 28, 2013","9,774.50","9,729.00","9,795.60","9,679.90","46.09M","0.47%"
"Aug 27, 2013","9,729.02","9,657.60","9,744.60","9,590.00","21.27M","0.74%"
"Aug 26, 2013","9,657.58","9,642.70","9,727.20","9,625.80","22.65M","0.15%"
"Aug 23, 2013","9,642.68","9,587.80","9,710.00","9,577.10","34.07M","0.57%"
"Aug 22, 2013","9,587.80","9,663.60","9,663.60","9,539.10","35.57M","-0.78%"
"Aug 21, 2013","9,663.64","9,611.80","9,697.40","9,604.60","15.90M","0.54%"
"Aug 20, 2013","9,611.80","9,831.10","9,831.10","9,606.00","20.78M","-2.23%"
"Aug 19, 2013","9,831.14","9,695.70","9,876.10","9,695.70","17.61M","1.40%"
"Aug 16, 2013","9,695.71","9,820.00","9,823.50","9,636.80","23.42M","-1.27%"
"Aug 15, 2013","9,819.95","9,939.90","10,046.20","9,778.10","25.44M","-1.21%"
"Aug 14, 2013","9,939.95","9,848.80","9,948.00","9,848.80","21.45M","0.93%"
"Aug 13, 2013","9,848.81","9,746.90","9,861.70","9,718.20","15.98M","1.05%"
"Aug 12, 2013","9,746.89","9,700.90","9,766.50","9,601.70","16.93M","0.47%"
"Aug 09, 2013","9,700.87","9,764.10","9,768.50","9,639.70","18.44M","-0.65%"
"Aug 08, 2013","9,764.11","9,664.60","9,802.20","9,655.70","22.49M","1.03%"
"Aug 07, 2013","9,664.63","9,769.90","9,773.50","9,657.20","24.41M","-1.08%"
"Aug 06, 2013","9,769.85","9,802.00","9,809.40","9,712.50","20.56M","-0.33%"
"Aug 05, 2013","9,802.04","9,837.20","9,837.70","9,771.10","14.58M","-0.36%"
"Aug 02, 2013","9,837.18","9,792.20","9,878.30","9,792.20","22.75M","0.46%"
"Aug 01, 2013","9,792.16","9,741.70","9,882.00","9,741.70","30.32M","0.52%"
"Jul 31, 2013","9,741.74","9,687.70","9,831.90","9,687.70","28.28M","0.56%"
"Jul 30, 2013","9,687.73","9,809.60","9,820.40","9,578.00","34.01M","-1.24%"
"Jul 29, 2013","9,809.63","9,780.20","9,825.30","9,748.20","11.33M","0.30%"
"Jul 26, 2013","9,780.17","9,738.40","9,822.80","9,693.70","29.43M","0.43%"
"Jul 25, 2013","9,738.37","9,728.50","9,768.10","9,679.30","22.10M","0.10%"
"Jul 24, 2013","9,728.47","9,709.20","9,789.40","9,704.90","24.60M","0.20%"
"Jul 23, 2013","9,709.17","9,673.20","9,740.90","9,654.20","21.01M","0.37%"
"Jul 22, 2013","9,673.18","9,596.10","9,734.20","9,594.60","15.69M","0.80%"
"Jul 19, 2013","9,596.08","9,609.50","9,634.40","9,516.20","22.34M","-0.14%"
"Jul 18, 2013","9,609.46","9,615.70","9,626.80","9,519.20","28.35M","-0.07%"
"Jul 17, 2013","9,615.74","9,612.30","9,631.40","9,565.40","20.82M","0.04%"
"Jul 16, 2013","9,612.34","9,648.30","9,669.60","9,569.20","40.26M","-0.37%"
"Jul 15, 2013","9,648.33","9,732.60","9,794.00","9,623.80","22.44M","-0.87%"
