"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 17, 2011","3,445.49","3,453.60","3,453.60","3,425.30","76.51M","-0.34%"
"Nov 16, 2011","3,457.18","3,460.80","3,498.30","3,449.90","85.70M","-0.26%"
"Nov 15, 2011","3,466.32","3,483.20","3,483.40","3,466.30","90.68M","-0.49%"
"Nov 14, 2011","3,483.37","3,451.10","3,511.60","3,451.10","67.78M","1.29%"
"Nov 11, 2011","3,438.84","3,372.70","3,438.80","3,372.40","100.52M","2.05%"
"Nov 10, 2011","3,369.87","3,389.10","3,389.10","3,304.10","179.10M","-1.43%"
"Nov 09, 2011","3,418.64","3,384.60","3,441.80","3,384.60","115.46M","1.14%"
"Nov 08, 2011","3,380.06","3,366.80","3,390.90","3,361.30","72.58M","0.33%"
"Nov 07, 2011","3,368.79","3,353.90","3,368.80","3,340.60","48.36M","0.36%"
"Nov 04, 2011","3,356.69","3,298.30","3,370.30","3,298.00","69.39M","2.38%"
"Nov 03, 2011","3,278.75","3,289.40","3,303.20","3,256.80","79.36M","-0.12%"
"Nov 02, 2011","3,282.78","3,300.20","3,306.60","3,238.10","108.81M","-1.14%"
"Nov 01, 2011","3,320.55","3,359.00","3,359.50","3,316.00","80.15M","-1.43%"
"Oct 31, 2011","3,368.69","3,398.70","3,410.20","3,368.70","113.38M","-0.94%"
"Oct 28, 2011","3,400.58","3,420.10","3,442.30","3,393.10","96.12M","-0.11%"
"Oct 27, 2011","3,404.40","3,328.90","3,404.40","3,321.90","53.70M","2.19%"
"Oct 26, 2011","3,331.37","3,314.50","3,341.40","3,276.10","59.49M","-0.00%"
"Oct 25, 2011","3,331.38","3,358.10","3,358.10","3,317.50","70.97M","-0.74%"
"Oct 24, 2011","3,356.22","3,285.40","3,356.20","3,285.40","85.97M","2.59%"
"Oct 21, 2011","3,271.49","3,265.70","3,296.90","3,250.50","76.55M","0.24%"
"Oct 20, 2011","3,263.59","3,292.60","3,292.80","3,256.80","69.20M","-1.33%"
"Oct 19, 2011","3,307.61","3,282.70","3,316.80","3,282.20","66.55M","0.85%"
"Oct 18, 2011","3,279.66","3,337.40","3,337.50","3,272.90","64.17M","-2.06%"
"Oct 17, 2011","3,348.48","3,313.50","3,359.00","3,310.90","64.66M","1.57%"
"Oct 14, 2011","3,296.81","3,316.10","3,317.00","3,284.90","68.54M","-0.80%"
"Oct 13, 2011","3,323.28","3,280.90","3,328.30","3,280.90","79.58M","1.56%"
"Oct 12, 2011","3,272.21","3,299.50","3,300.70","3,246.40","99.15M","-0.98%"
"Oct 11, 2011","3,304.72","3,280.10","3,312.90","3,276.60","81.03M","0.78%"
"Oct 10, 2011","3,279.01","3,241.90","3,289.60","3,236.50","63.85M","0.87%"
"Oct 07, 2011","3,250.63","3,182.50","3,263.00","3,182.50","107.74M","2.42%"
"Oct 06, 2011","3,173.77","3,064.10","3,173.80","3,064.10","100.28M","4.03%"
"Oct 05, 2011","3,050.77","3,047.70","3,064.70","3,008.20","387.39M","0.62%"
"Oct 04, 2011","3,031.90","3,051.90","3,053.40","2,999.70","216.86M","-0.73%"
"Oct 03, 2011","3,054.33","3,126.20","3,131.30","3,048.30","58.07M","-2.95%"
"Sep 30, 2011","3,147.14","3,147.00","3,160.60","3,120.10","1.29B","0.12%"
